"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Вашите PHP настройки не позволяват качване на файлове по-големи от %s. Моля, променете стойностите на post_max_size (в момента %s) и upload_max_filesize (в момента %s) в php.ini ако искате да качвате по-големи файлове."
"Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider.","Your web server is configured incorrectly. As a result, configuration files with sensitive information are accessible from the outside. Please contact your hosting provider."
"Zip/Postal Code","Пощ. код"
"Zip/Postal Code:","Пощенски код:"
"[ deleted ]","[ изтрито ]"
"[GLOBAL]","[ГЛОБАЛНО]"
"[STORE VIEW]","[ИЗГЛЕД НА МАГАЗИН]"
"[WEBSITE]","[УЕБСАЙТ]"
"b","b"
"close","затвори"
"critical","критично"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","пример: "sitemap/" или "/" за базов път (пътят трябва да е с права за писане)"
"example: sitemap.xml","пример: sitemap.xml"
"from","от"
"major","важно"
"minor","маловажно"
"notice","известие"
"store(%s) scope","обхват магазин(%s)"
"to","до"
"website(%s) scope","обхват уебсайт(%s)"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} за деклариране на базово не-подсигурено URL / базово подсигурено URL не се препоръчва за употреба в сайт в реална експлоатация. Силно препоръчително е промяната на тази стойност от вашата Magento <a href=""%s"">конфигурация</a>."
